Transaction_ID,Line_ID,Entry_ID,Ledger_Side,Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance,Month
222.0,7.0,279,Debit,2021-04-30,4/1-4/30 periodSales,10A100090,Accounts Receivable,23,Anonymized Partner 056,000,Common Department,694821,0,10D100100,Gross Sales,,,040,Osaka Branch,69747385,2021-04
222.0,7.0,279,Credit,2021-04-30,4/1-4/30 periodSales,10D100100,Gross Sales,,,040,Osaka Branch,0,694821,10A100090,Accounts Receivable,23,Anonymized Partner 056,000,Common Department,51564753,2021-04
222.0,8.0,279,Debit,2021-04-30,4/1-4/30 periodSales,10A100090,Accounts Receivable,28,Anonymized Partner 072,000,Common Department,4716787,0,10D100100,Gross Sales,,,040,Osaka Branch,74464172,2021-04
222.0,8.0,279,Credit,2021-04-30,4/1-4/30 periodSales,10D100100,Gross Sales,,,040,Osaka Branch,0,4716787,10A100090,Accounts Receivable,28,Anonymized Partner 072,000,Common Department,56281540,2021-04
222.0,9.0,279,Debit,2021-04-30,4/1-4/30 periodSales,10D100110,Sales Discounts and Returns,,,040,Osaka Branch,24480,0,10A100090,Accounts Receivable,28,Anonymized Partner 072,000,Common Department,167936,2021-04
222.0,9.0,279,Credit,2021-04-30,4/1-4/30 periodSales,10A100090,Accounts Receivable,28,Anonymized Partner 072,000,Common Department,0,24480,10D100110,Sales Discounts and Returns,,,040,Osaka Branch,74439692,2021-04
223.0,1.0,280,Debit,2021-04-30,4/1-4/30 periodSales,10A100090,Accounts Receivable,1,Anonymized Partner 068,000,Common Department,1476232,0,10D100100,Gross Sales,,,050,Kyushu Sales Office,75915924,2021-04
223.0,1.0,280,Credit,2021-04-30,4/1-4/30 periodSales,10D100100,Gross Sales,,,050,Kyushu Sales Office,0,1476232,10A100090,Accounts Receivable,1,Anonymized Partner 068,000,Common Department,57757772,2021-04
223.0,2.0,280,Debit,2021-04-30,4/1-4/30 periodSales,10A100090,Accounts Receivable,14,Anonymized Partner 066,000,Common Department,1081720,0,10D100100,Gross Sales,,,050,Kyushu Sales Office,76997644,2021-04
223.0,2.0,280,Credit,2021-04-30,4/1-4/30 periodSales,10D100100,Gross Sales,,,050,Kyushu Sales Office,0,1081720,10A100090,Accounts Receivable,14,Anonymized Partner 066,000,Common Department,58839492,2021-04
223.0,3.0,280,Debit,2021-04-30,4/1-4/30 periodSales,10A100090,Accounts Receivable,22,Anonymized Partner 070,000,Common Department,1041464,0,10D100100,Gross Sales,,,050,Kyushu Sales Office,78039108,2021-04
223.0,3.0,280,Credit,2021-04-30,4/1-4/30 periodSales,10D100100,Gross Sales,,,050,Kyushu Sales Office,0,1041464,10A100090,Accounts Receivable,22,Anonymized Partner 070,000,Common Department,59880956,2021-04
223.0,4.0,280,Debit,2021-04-30,4/1-4/30 periodSales,10A100090,Accounts Receivable,29,Anonymized Partner 049,000,Common Department,456660,0,10D100100,Gross Sales,,,050,Kyushu Sales Office,78495768,2021-04
223.0,4.0,280,Credit,2021-04-30,4/1-4/30 periodSales,10D100100,Gross Sales,,,050,Kyushu Sales Office,0,456660,10A100090,Accounts Receivable,29,Anonymized Partner 049,000,Common Department,60337616,2021-04
224.0,1.0,281,Debit,2021-04-30,Voucher No. 204 dated 4/30 Anonymized Partner 032,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,000,Common Department,2874761,0,10A100090,Accounts Receivable,4,Anonymized Partner 032,000,Common Department,129235247,2021-04
224.0,1.0,281,Credit,2021-04-30,Voucher No. 204 dated 4/30 Anonymized Partner 032,10A100090,Accounts Receivable,4,Anonymized Partner 032,000,Common Department,0,2874761,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,000,Common Department,75621007,2021-04
224.0,2.0,281,Debit,2021-04-30,Voucher No. 204 dated 4/30 Anonymized Partner 032,10E200690,Service Fees,,,040,Osaka Branch,840,0,10A100090,Accounts Receivable,4,Anonymized Partner 032,000,Common Department,9712,2021-04
224.0,2.0,281,Credit,2021-04-30,Voucher No. 204 dated 4/30 Anonymized Partner 032,10A100090,Accounts Receivable,4,Anonymized Partner 032,000,Common Department,0,840,10E200690,Service Fees,,,040,Osaka Branch,75620167,2021-04
225.0,1.0,282,Debit,2021-04-30,Voucher No. 205 dated 4/30 Anonymized Partner 030,10A100020,Ordinary Deposits,10,DEF Bank Station Branch,000,Common Department,4014481,0,10A100090,Accounts Receivable,5,Anonymized Partner 030,000,Common Department,133249728,2021-04
225.0,1.0,282,Credit,2021-04-30,Voucher No. 205 dated 4/30 Anonymized Partner 030,10A100090,Accounts Receivable,5,Anonymized Partner 030,000,Common Department,0,4014481,10A100020,Ordinary Deposits,10,DEF Bank Station Branch,000,Common Department,71605686,2021-04
225.0,2.0,282,Debit,2021-04-30,Voucher No. 205 dated 4/30 Anonymized Partner 030,10E200690,Service Fees,,,010,Sapporo Sales Office,840,0,10A100090,Accounts Receivable,5,Anonymized Partner 030,000,Common Department,10552,2021-04
225.0,2.0,282,Credit,2021-04-30,Voucher No. 205 dated 4/30 Anonymized Partner 030,10A100090,Accounts Receivable,5,Anonymized Partner 030,000,Common Department,0,840,10E200690,Service Fees,,,010,Sapporo Sales Office,71604846,2021-04
226.0,1.0,283,Debit,2021-04-30,Voucher No. 206 dated 4/30 Anonymized Partner 065 | Sales voucher=202103 period not recorded;Note number=R20210430-283-12,10A100060,Notes Receivable,,,000,Common Department,11435166,0,10A100090,Accounts Receivable,12,Anonymized Partner 065,000,Common Department,81555367,2021-04
226.0,1.0,283,Credit,2021-04-30,Voucher No. 206 dated 4/30 Anonymized Partner 065 | Sales voucher=202103 period not recorded;Note number=R20210430-283-12,10A100090,Accounts Receivable,12,Anonymized Partner 065,000,Common Department,0,11435166,10A100060,Notes Receivable,,,000,Common Department,60169680,2021-04
227.0,1.0,284,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,010,Sapporo Sales Office,185975,0,10B100040,Accounts Payable,2,Anonymized Partner 046,000,Common Department,185975,2021-04
227.0,1.0,284,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,2,Anonymized Partner 046,000,Common Department,0,185975,10E100130,Merchandise Purchases,,,010,Sapporo Sales Office,39751931,2021-04
227.0,2.0,284,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,010,Sapporo Sales Office,23688,0,10B100040,Accounts Payable,8,Anonymized Partner 063,000,Common Department,209663,2021-04
227.0,2.0,284,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,8,Anonymized Partner 063,000,Common Department,0,23688,10E100130,Merchandise Purchases,,,010,Sapporo Sales Office,39775619,2021-04
228.0,1.0,285,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,020,Tokyo Branch,1263652,0,10B100040,Accounts Payable,13,Anonymized Partner 027,000,Common Department,1473315,2021-04
228.0,1.0,285,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,13,Anonymized Partner 027,000,Common Department,0,1263652,10E100130,Merchandise Purchases,,,020,Tokyo Branch,41039271,2021-04
228.0,2.0,285,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,020,Tokyo Branch,6031869,0,10B100040,Accounts Payable,1,Anonymized Partner 043,000,Common Department,7505184,2021-04
228.0,2.0,285,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,1,Anonymized Partner 043,000,Common Department,0,6031869,10E100130,Merchandise Purchases,,,020,Tokyo Branch,47071140,2021-04
228.0,3.0,285,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,020,Tokyo Branch,4109548,0,10B100040,Accounts Payable,11,Anonymized Partner 067,000,Common Department,11614732,2021-04
228.0,3.0,285,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,11,Anonymized Partner 067,000,Common Department,0,4109548,10E100130,Merchandise Purchases,,,020,Tokyo Branch,51180688,2021-04
228.0,4.0,285,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,020,Tokyo Branch,322812,0,10B100040,Accounts Payable,12,Anonymized Partner 059,000,Common Department,11937544,2021-04
228.0,4.0,285,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,12,Anonymized Partner 059,000,Common Department,0,322812,10E100130,Merchandise Purchases,,,020,Tokyo Branch,51503500,2021-04
228.0,5.0,285,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,020,Tokyo Branch,2915080,0,10B100040,Accounts Payable,3,Anonymized Partner 085,000,Common Department,14852624,2021-04
228.0,5.0,285,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,3,Anonymized Partner 085,000,Common Department,0,2915080,10E100130,Merchandise Purchases,,,020,Tokyo Branch,54418580,2021-04
228.0,6.0,285,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,020,Tokyo Branch,2584863,0,10B100040,Accounts Payable,14,Anonymized Partner 011,000,Common Department,17437487,2021-04
228.0,6.0,285,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,14,Anonymized Partner 011,000,Common Department,0,2584863,10E100130,Merchandise Purchases,,,020,Tokyo Branch,57003443,2021-04
228.0,7.0,285,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,020,Tokyo Branch,409145,0,10B100040,Accounts Payable,2,Anonymized Partner 046,000,Common Department,17846632,2021-04
228.0,7.0,285,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,2,Anonymized Partner 046,000,Common Department,0,409145,10E100130,Merchandise Purchases,,,020,Tokyo Branch,57412588,2021-04
228.0,8.0,285,Debit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,1,Anonymized Partner 043,000,Common Department,73207,0,10E100120,Purchase Discounts and Returns,,,020,Tokyo Branch,57339381,2021-04
228.0,8.0,285,Credit,2021-04-30,4/1-4/30 period Purchases,10E100120,Purchase Discounts and Returns,,,020,Tokyo Branch,0,73207,10B100040,Accounts Payable,1,Anonymized Partner 043,000,Common Department,73207,2021-04
228.0,9.0,285,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,020,Tokyo Branch,189504,0,10B100040,Accounts Payable,8,Anonymized Partner 063,000,Common Department,18036136,2021-04
228.0,9.0,285,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,8,Anonymized Partner 063,000,Common Department,0,189504,10E100130,Merchandise Purchases,,,020,Tokyo Branch,57528885,2021-04
228.0,10.0,285,Debit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,3,Anonymized Partner 085,000,Common Department,21672,0,10E100120,Purchase Discounts and Returns,,,020,Tokyo Branch,57507213,2021-04
228.0,10.0,285,Credit,2021-04-30,4/1-4/30 period Purchases,10E100120,Purchase Discounts and Returns,,,020,Tokyo Branch,0,21672,10B100040,Accounts Payable,3,Anonymized Partner 085,000,Common Department,94879,2021-04
229.0,1.0,286,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,030,Nagoya Branch,1733105,0,10B100040,Accounts Payable,9,Anonymized Partner 029,000,Common Department,19769241,2021-04
229.0,1.0,286,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,9,Anonymized Partner 029,000,Common Department,0,1733105,10E100130,Merchandise Purchases,,,030,Nagoya Branch,59240318,2021-04
229.0,2.0,286,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,030,Nagoya Branch,1113366,0,10B100040,Accounts Payable,15,Anonymized Partner 074,000,Common Department,20882607,2021-04
229.0,2.0,286,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,15,Anonymized Partner 074,000,Common Department,0,1113366,10E100130,Merchandise Purchases,,,030,Nagoya Branch,60353684,2021-04
229.0,3.0,286,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,030,Nagoya Branch,3387545,0,10B100040,Accounts Payable,7,Anonymized Partner 048,000,Common Department,24270152,2021-04
229.0,3.0,286,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,7,Anonymized Partner 048,000,Common Department,0,3387545,10E100130,Merchandise Purchases,,,030,Nagoya Branch,63741229,2021-04
229.0,4.0,286,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,030,Nagoya Branch,152913,0,10B100040,Accounts Payable,2,Anonymized Partner 046,000,Common Department,24423065,2021-04
229.0,4.0,286,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,2,Anonymized Partner 046,000,Common Department,0,152913,10E100130,Merchandise Purchases,,,030,Nagoya Branch,63894142,2021-04
229.0,5.0,286,Debit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,15,Anonymized Partner 074,000,Common Department,16968,0,10E100120,Purchase Discounts and Returns,,,030,Nagoya Branch,63877174,2021-04
229.0,5.0,286,Credit,2021-04-30,4/1-4/30 period Purchases,10E100120,Purchase Discounts and Returns,,,030,Nagoya Branch,0,16968,10B100040,Accounts Payable,15,Anonymized Partner 074,000,Common Department,111847,2021-04
229.0,6.0,286,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,030,Nagoya Branch,42638,0,10B100040,Accounts Payable,8,Anonymized Partner 063,000,Common Department,24465703,2021-04
229.0,6.0,286,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,8,Anonymized Partner 063,000,Common Department,0,42638,10E100130,Merchandise Purchases,,,030,Nagoya Branch,63919812,2021-04
229.0,7.0,286,Debit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,9,Anonymized Partner 029,000,Common Department,11793,0,10E100120,Purchase Discounts and Returns,,,030,Nagoya Branch,63908019,2021-04
229.0,7.0,286,Credit,2021-04-30,4/1-4/30 period Purchases,10E100120,Purchase Discounts and Returns,,,030,Nagoya Branch,0,11793,10B100040,Accounts Payable,9,Anonymized Partner 029,000,Common Department,123640,2021-04
230.0,1.0,287,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,040,Osaka Branch,905555,0,10B100040,Accounts Payable,4,Anonymized Partner 047,000,Common Department,25371258,2021-04
230.0,1.0,287,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,4,Anonymized Partner 047,000,Common Department,0,905555,10E100130,Merchandise Purchases,,,040,Osaka Branch,64813574,2021-04
230.0,2.0,287,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,040,Osaka Branch,2891993,0,10B100040,Accounts Payable,10,Anonymized Partner 009,000,Common Department,28263251,2021-04
230.0,2.0,287,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,10,Anonymized Partner 009,000,Common Department,0,2891993,10E100130,Merchandise Purchases,,,040,Osaka Branch,67705567,2021-04
230.0,3.0,287,Debit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,10,Anonymized Partner 009,000,Common Department,34587,0,10E100120,Purchase Discounts and Returns,,,040,Osaka Branch,67670980,2021-04
230.0,3.0,287,Credit,2021-04-30,4/1-4/30 period Purchases,10E100120,Purchase Discounts and Returns,,,040,Osaka Branch,0,34587,10B100040,Accounts Payable,10,Anonymized Partner 009,000,Common Department,158227,2021-04
230.0,4.0,287,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,040,Osaka Branch,3320176,0,10B100040,Accounts Payable,6,Anonymized Partner 054,000,Common Department,31583427,2021-04
230.0,4.0,287,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,6,Anonymized Partner 054,000,Common Department,0,3320176,10E100130,Merchandise Purchases,,,040,Osaka Branch,70991156,2021-04
230.0,5.0,287,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,040,Osaka Branch,3445686,0,10B100040,Accounts Payable,5,Anonymized Partner 010,000,Common Department,35029113,2021-04
230.0,5.0,287,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,5,Anonymized Partner 010,000,Common Department,0,3445686,10E100130,Merchandise Purchases,,,040,Osaka Branch,74436842,2021-04
230.0,6.0,287,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,040,Osaka Branch,71064,0,10B100040,Accounts Payable,8,Anonymized Partner 063,000,Common Department,35100177,2021-04
230.0,6.0,287,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,8,Anonymized Partner 063,000,Common Department,0,71064,10E100130,Merchandise Purchases,,,040,Osaka Branch,74507906,2021-04
230.0,7.0,287,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,040,Osaka Branch,293427,0,10B100040,Accounts Payable,2,Anonymized Partner 046,000,Common Department,35393604,2021-04
230.0,7.0,287,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,2,Anonymized Partner 046,000,Common Department,0,293427,10E100130,Merchandise Purchases,,,040,Osaka Branch,74801333,2021-04
230.0,8.0,287,Debit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,6,Anonymized Partner 054,000,Common Department,22478,0,10E100120,Purchase Discounts and Returns,,,040,Osaka Branch,74778855,2021-04
230.0,8.0,287,Credit,2021-04-30,4/1-4/30 period Purchases,10E100120,Purchase Discounts and Returns,,,040,Osaka Branch,0,22478,10B100040,Accounts Payable,6,Anonymized Partner 054,000,Common Department,180705,2021-04
230.0,9.0,287,Debit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,5,Anonymized Partner 010,000,Common Department,21674,0,10E100120,Purchase Discounts and Returns,,,040,Osaka Branch,74757181,2021-04
230.0,9.0,287,Credit,2021-04-30,4/1-4/30 period Purchases,10E100120,Purchase Discounts and Returns,,,040,Osaka Branch,0,21674,10B100040,Accounts Payable,5,Anonymized Partner 010,000,Common Department,202379,2021-04
231.0,1.0,288,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,050,Kyushu Sales Office,74390,0,10B100040,Accounts Payable,2,Anonymized Partner 046,000,Common Department,35467994,2021-04
231.0,1.0,288,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,2,Anonymized Partner 046,000,Common Department,0,74390,10E100130,Merchandise Purchases,,,050,Kyushu Sales Office,74831571,2021-04
231.0,2.0,288,Debit,2021-04-30,4/1-4/30 period Purchases,10E100130,Merchandise Purchases,,,050,Kyushu Sales Office,23688,0,10B100040,Accounts Payable,8,Anonymized Partner 063,000,Common Department,35491682,2021-04
231.0,2.0,288,Credit,2021-04-30,4/1-4/30 period Purchases,10B100040,Accounts Payable,8,Anonymized Partner 063,000,Common Department,0,23688,10E100130,Merchandise Purchases,,,050,Kyushu Sales Office,74855259,2021-04
232.0,1.0,289,Debit,2021-04-30,Voucher No. 124 dated 4/30 Anonymized Partner 009,10B100040,Accounts Payable,10,Anonymized Partner 009,000,Common Department,4640751,0,10B100030,Notes Payable,,,000,Common Department,70214508,2021-04
232.0,1.0,289,Credit,2021-04-30,Voucher No. 124 dated 4/30 Anonymized Partner 009,10B100030,Notes Payable,,,000,Common Department,0,4640751,10B100040,Accounts Payable,10,Anonymized Partner 009,000,Common Department,57344495,2021-04
233.0,1.0,290,Debit,2021-04-30,Voucher No. 125 dated 4/30 Anonymized Partner 059,10B100040,Accounts Payable,12,Anonymized Partner 059,000,Common Department,497372,0,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,69717136,2021-04
233.0,1.0,290,Credit,2021-04-30,Voucher No. 125 dated 4/30 Anonymized Partner 059,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,0,497372,10B100040,Accounts Payable,12,Anonymized Partner 059,000,Common Department,132752356,2021-04
